pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,adv_title,network_share,adv_daily_spend,est_uplift_daily
Aged Studio Limited,5fc7301f7a7f0200153979c7,APAC,Seven Tu,,,,1715.1944,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.3349
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,domain,boo.world,,0.00024809,1107.8901,3.3325
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1375031369,DraftKings: Sports & Casino,0.00349025,15586.1815,3.3306
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,586196841,888 Casino: Real Money Games,0.0002277,1016.826,3.329
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,3.3285
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,,,,2096.2355,account,market id,6743212841,Betty Casino: Real Money Slots,0.00158284,7068.3945,3.318
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,1374403536,BitLife - Life Simulator,0.00055567,2481.4074,3.3134
Outfit7,561e8d946b8d90f61a001509,EMEA,Tori Edwards,,,,12276.9088,account,market id,406889139,Coin Master,0.00026945,1203.2848,3.3081
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,603097018,Caesars Slots - Casino Games,0.00026892,1200.9181,3.3064
Rollic Games,5bec0018c9af0a7962a96f4a,EMEA,Dina Eraksan,,,,5962.8382,account,market id,719525810,WSOP Poker: Texas Holdem Game,0.00055393,2473.667,3.303
Outfit7,561e8d946b8d90f61a001509,EMEA,Tori Edwards,,,,12276.9088,account,market id,603097018,Caesars Slots - Casino Games,0.00026892,1200.9181,3.3016
FIOGONIA LIMITED,58737456236d8f446400071c,EMEA,Louis Wallworth,,,,14140.8659,account,market id,6743385713,Wool Crush™-Escape Traffic Jam,0.00023348,1042.6253,3.3016
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Mahjong - Royal Tiles IOS,685b5c3275c4436861cc7bec,6747492600,21052.9461,app,market id,6758508233,Mahjong Pocket: Calm Match,0.00015675,700.0053,3.3001
Century Games,561e8d946b8d90f61a001853,APAC,Ronald Long,,,,780.339,account,market id,6471045672,Tasty Travels: Merge Game,0.0042289,18884.7029,3.3
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,com.worldance.drama,Melolo - Short Dramas & Reels,0.00015906,710.315,3.2993
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.2993
FGFF,561e8d976b8d90f61a00418e,Americas,Ary Bai,Color by Number: Coloring Book Free - Pixel Art,5a9d7e3baa237ef24900b88e,com.tfgco.apps.coloring.free.color.by.number,965.0543,app,domain,polymarket.com,,0.00341793,15263.2003,3.2985
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,market id,com.productmadness.cashmancasino,Cashman Casino Slots Games,0.00078637,3511.6488,3.2967
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,952325486,AdmiralCasino Real Money Games,0.0002096,936.0058,3.293
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,,,,2096.2355,account,market id,6711353682,RealPrize Casino,0.00157087,7014.9247,3.2929
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,market id,com.williamsinteractive.jackpotparty,Jackpot Party Casino Slots,0.00039985,1785.566,3.289
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1523280942,BETBOOM - ставки на спорт,0.00344541,15385.9362,3.2878
MICHAT PTE. LIMITED,6376f00f3d02dc001b2940b6,APAC,Harper Zhang,,,,1049.5125,account,domain,cloudfront.net,,0.00312299,13946.1054,3.2776
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Trip iOS,5bebfb1c4de124001080db05,1214223596,1683.7419,app,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.2737
MediaLab,62e85e3836ed04001b6d0adb,Americas,Lisa Tolentino,,,,2530.4843,account,domain,mico.com,,0.00129323,5775.1079,3.2725
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,3.2712
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,IOS Castle,5ba95087cc094f074544b7dd,1382466301,2210.4787,app,domain,jackpotcity.com,,0.00147977,6608.1176,3.271
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,domain,tango.me,,0.00196116,8757.8192,3.2705
MICHAT PTE. LIMITED,6376f00f3d02dc001b2940b6,APAC,Harper Zhang,,,,1049.5125,account,domain,googll.store,,0.0031123,13898.3949,3.2664
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,sg.bigo.live,Bigo Live - Live Streaming App,0.00103972,4643.0103,3.2567
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,com.productmadness.lightninglink,Lightning Link Casino Slots,0.00103964,4642.6583,3.2564
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,domain,casinoplus.com.ph,,0.00115867,5174.1897,3.2557
INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,APAC,Harper Zhang,,,,17638.3593,account,domain,igs.com.tw,,0.00018451,823.9461,3.2544
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,app,market id,1617391485,Block Blast！,0.00077868,3477.3032,3.253
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,domain,raidshadowlegends.com,,0.00024216,1081.3968,3.2528
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,1071775157,Casumo Casino & Sports Betting,0.0002408,1075.3129,3.2483
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,6741076536,Modo Casino Slots & Games,0.00431168,19254.3628,3.2482
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,domain,aliexpress.com,,0.0047205,21080.0194,3.2421
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,market id,445338486,LOVOO - Dating App & Chat App,0.00023711,1058.8638,3.2408
Azur Games,59fb487bbe77065f5800afc3,EMEA,Tori Edwards,,,,928.2547,account,market id,1375031369,DraftKings: Sports & Casino,0.00349025,15586.1815,3.2398
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,9234423.com,,0.00024408,1089.9545,3.2392
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,Merge Hotel Empire－Design Game,689afad70703f1332b3e799f,1577970257,765.5071,app,market id,6471045672,Tasty Travels: Merge Game,0.0042289,18884.7029,3.2373
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,market id,1463509237,Phase 10: Casual Card Game,0.00034195,1527.0386,3.2334
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,1521236603,Travel Town - Merge Adventure,0.00015569,695.2609,3.2294
"Shanghai Linguan Data Co., Ltd.",5d3a5de9ddc71000189c7a84,APAC,Seven Tu,,,,22605.3511,account,market id,com.voicemaker.android,SUGO：Voice Chat Party,0.00014281,637.7316,3.2282
CallApp Software Ltd.,571e02473fcc597c3900003b,,Sales Ops,,,,667.4522,account,market id,com.alibaba.aliexpresshd,AliExpress - Shopping App,0.00483409,21587.2562,3.2265
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,id.higgsroyaldream.com,,0.00024281,1084.2849,3.2223
Miniclip SA,561e8d926b8d90f61a00013e,EMEA,Louis Wallworth,,,,11496.7056,account,market id,6736774022,Baseball Hits 26,0.00028028,1251.6143,3.2223
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,domain,fonbet.by,,0.00022029,983.7501,3.2207
Superplay,60112a3ed3c4a000156a31d9,EMEA,Beth Taylor-Lowen,,,,2876.964,account,market id,com.scopely.monopolygo,MONOPOLY GO!,0.00111899,4997.0036,3.2193
Pinger,62b9ac4282628b001b5ab74a,Americas,Jack Dove,,,,15850.361,account,market id,com.enflick.android.TextNow,TextNow: Call + Text Unlimited,0.00020308,906.8729,3.2189
nerByte GMBH,561e8d936b8d90f61a000662,EMEA,Hadil Salameh,,,,3127.5933,account,market id,395979574,Spider Solitaire: Card Game,0.00102856,4593.1698,3.2169
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Mahjong - Royal Tiles IOS,685b5c3275c4436861cc7bec,6747492600,21052.9461,app,market id,6450958246,Solitaire Classic Klondike2025,0.00015269,681.8768,3.2147
Ilyon Dynamics,56cb43391ba696884900000a,EMEA,Louis Wallworth,net.master.triple.3d.find_i_1620,620bb0080b6dd752967c9f48,1607122287,573.5822,app,market id,519817714,Intuit Credit Karma,0.0055922,24972.6926,3.2076
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,,,,9607.5382,account,market id,com.oakever.meowdoku,Meowdoku: Brain Puzzle Games,0.00033359,1489.6909,3.205
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Get Color,6256c62214e8da0a085db7fb,1569776448,1645.6713,app,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.1997
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,445338486,LOVOO - Dating App & Chat App,0.00023711,1058.8638,3.1986
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,market id,1621328561,MONOPOLY GO!,0.00522307,23324.2981,3.1957
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,market id,1344700142,UNO!™,0.00033773,1508.1743,3.1934
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,0.00023661,1056.6225,3.1919
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,market id,1589643727,Solitaire Clash: Win Real Cash,0.00069013,3081.8842,3.1861
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,bingoblitz.com,,0.00025897,1156.4668,3.1841
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,,,,1152.719,account,domain,betty.ca,,0.00276155,12332.0481,3.1833
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord iOS,641bbdc51e0260737618e232,1660171117,6353.112,app,market id,1196764367,Words With Friends Word Game,0.00050084,2236.5467,3.1819
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1219309685,paters,0.00021763,971.8489,3.1818
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Daily Themed Crossword - A Fun crossword iOS,5af55340bfc6be4ab9a686f0,1197354394,2756.8539,app,market id,1522266397,Bingo Cash - Win Real Money,0.00115404,5153.5247,3.1815
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,app,market id,806077016,War Robots Multiplayer Battles,0.00045001,2009.5913,3.1806
Agave Games,6155ad11120d4a0017386a18,EMEA,Beth Taylor-Lowen,,,,673.7127,account,domain,aliexpress.com,,0.0047205,21080.0194,3.1803
Citymapper (Via),663c90f772fce00011b7f353,EMEA,Louis Wallworth,,,,1635.5829,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.1801
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,950876153,Caliente Deportes,0.00020234,903.5608,3.1788
Electronic Arts,561e8d936b8d90f61a0006b6,Americas,Kasey Geist,,,,7340.4433,account,market id,739699649,Slotpark Casino Slots Online,0.00043234,1930.6877,3.1736
WONDERFUL TYCOON LIMITED,683bc1bb4c15ca0011ad2b91,APAC,Sunton Sun,Block Crush iOS,68515f1b9f7ebc7d027598ec,1638139403,4596.6525,app,market id,1589643727,Solitaire Clash: Win Real Cash,0.00069013,3081.8842,3.1723
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,,,,12904.9058,account,market id,com.tripledot.solitaire,Solitaire.com - Classic Cards,0.00024578,1097.5444,3.1717
Musi Inc.,5bccfdfc02937a3064660fb7,Americas,Matthew Hong,,,,13049.711,account,market id,1356980152,Jackpot World™ - Casino Slots,0.00024295,1084.9041,3.1704
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,domain,fxpro.com,,0.00069158,3088.3211,3.1704
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,domain,igs.com.tw,,0.00018451,823.9461,3.1679
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku GP,5dc290cf1051eb0012a6b214,com.easybrain.block.puzzle.games,2959.6395,app,market id,com.puzzlegames.puzzlebrickslegend,Color Block: Combo Blast,0.00106904,4773.9535,3.164
Agave Games,6155ad11120d4a0017386a18,EMEA,Beth Taylor-Lowen,,,,673.7127,account,domain,shopee.com.br,,0.00469567,20969.1217,3.1635
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,,,,1626.5089,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.1625
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,IOS Castle,5ba95087cc094f074544b7dd,1382466301,2210.4787,app,domain,aviagames.com,,0.00143042,6387.7338,3.1619
AddApptr GmbH,5a53889945eaab512501251e,EMEA,Dina Eraksan,IT-PM_Futbin_iOS,627a7fad9a5916612c6cb77e,1080465358,1788.8926,app,domain,melbet.com,,0.00176368,7875.9244,3.155
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,Amaze iOS_CL,5c8661882c668752470f7fc5,1452526406,547.8733,app,market id,6450413462,CrownCoins Casino,0.00575744,25710.6289,3.1544
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,textnow.com,,0.00025647,1145.309,3.1533
CallApp Software Ltd.,571e02473fcc597c3900003b,,Sales Ops,,,,667.4522,account,domain,aliexpress.com,,0.0047205,21080.0194,3.1507
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,domain,etoro.com,,0.00021541,961.9528,3.1494
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1498407272,Boo App: Dating. Friends. Chat,0.00021524,961.1775,3.1468
Flightradar24 AB,6862932aaff9d800114174ac,EMEA,Hadil Salameh,,,,20154.5437,account,market id,642727743,DoubleU Casino™ - Vegas Slots,0.00015609,697.0228,3.1458
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,fonbet.kz,,0.00025582,1142.3985,3.1453
CONSTRUCT TECHNOLOGY PTE LTD,6406dc222ecde6001489f995,APAC,Ronald Long,,,,2949.8401,account,market id,1574436604,SUGO-Online Chat Party,0.00106308,4747.3037,3.1359
Chardonnay Partners LLC,627b73f7023d420018e2f038,EMEA,Kseniia Fesenko,,,,4543.7019,account,market id,1589643727,Solitaire Clash: Win Real Cash,0.00069013,3081.8842,3.1358
CrazyMaple Studio,59baf611f2287a750a0034c2,APAC,Harper Zhang,Reelshort-iOS,63d77e2191f962a0f3ba0fbc,1636235979,17525.5604,app,market id,6445905219,DramaBox - Stream Drama Shorts,0.00017883,798.5746,3.134
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,com.chato,,0.00015098,674.2292,3.1317
Livesport sro,684c3af4806ba9001147f9cd,EMEA,Louis Wallworth,,,,17567.0336,account,domain,coral.co.uk,,0.00017822,795.8614,3.1308
MAG Interactive,561e8d936b8d90f61a001260,EMEA,Hadil Salameh,,,,2784.4307,account,market id,1634589900,PARI - ставки на спорт,0.00112356,5017.4093,3.1285
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,6751533084,Solitaire Classic - 2026,0.00019893,888.3526,3.1253
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,papaya.com,,0.00025412,1134.8093,3.1244
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,huuugegames.com,,0.00025368,1132.846,3.119
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,domain,ligastavok.ru,,0.00123255,5504.1076,3.1172
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,1632626653,Golden Nugget Online Casino,0.00023107,1031.8782,3.1171
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,com.ballytechnologies.quickhitslots,Quick Hit Casino Slots Games,0.00023104,1031.7569,3.1168
OZION TECH PTE LTD,655377ea6cdf5900118d252a,APAC,Aria Gao,KJV iOS,6571994c0c33641a15cb39e4,1357464684,1602.9866,app,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,3.1167
Pinger,62b9ac4282628b001b5ab74a,Americas,Jack Dove,,,,15850.361,account,market id,com.chato.amigo,Chato - Video Chat & Have Fun,0.00019652,877.5659,3.1148
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS FreeCell,53e0f922936129bc6d000033,301987699,6126.0103,app,domain,jackpotjoy.com,,0.0005083,2269.8997,3.1139
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,domain,com.wudi,,0.00123098,5497.1067,3.1133
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,,,,17590.0431,account,market id,1277029359,Chapters: Interactive Stories,0.00017679,789.4703,3.1097
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,1255614656,Baba Casino & Wild Slots,0.00025281,1128.9388,3.1083
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,baba-entertainment.com,,0.00025281,1128.9388,3.1083
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,,,,12904.9058,account,market id,1071775157,Casumo Casino & Sports Betting,0.0002408,1075.3129,3.1075
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,app,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,3.1053
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,626841d0d03ae7f7395fdc62,890378044,1859.9849,app,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,3.1041
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,centurygame.com,,0.00606272,27073.8559,3.1024
GamoVation,5fe2fafd6013fb0015208652,EMEA,Hadil Salameh,,,,15710.5964,account,market id,6443958997,Novig: Trade & Predict Sports,0.0001972,880.6214,3.0981
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,62684160e2a0ef078b8fc737,net.peakgames.amy,1409.5637,app,domain,candycrushsaga.com,,0.00219718,9811.7792,3.0971
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,app,market id,1574436604,SUGO-Online Chat Party,0.00106308,4747.3037,3.0947
Bertheussen IT,561e8d936b8d90f61a0014d2,EMEA,Dumitru Cazacu,Wordfeud,5057845678715d951df74577,428312806,5426.1577,app,market id,485126024,DoubleDown™ Casino Vegas Slots,0.00056974,2544.2507,3.0915
Livesport sro,684c3af4806ba9001147f9cd,EMEA,Louis Wallworth,,,,17567.0336,account,market id,com.app.lazzi.chat,Lazzi - Live Video Chat,0.00017596,785.7573,3.091
Electronic Arts,561e8d936b8d90f61a0006b6,Americas,Kasey Geist,,,,7340.4433,account,market id,betmastermx.casino,Betmaster - Casino En Vivo,0.00042099,1879.9874,3.0903
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,domain,golden-hoyeah.com,,0.00022561,1007.4842,3.0835
BALABOOM PTE LTD,63e0726b0dce2900138bf123,APAC,Ronald Long,,,,2498.5692,account,domain,ligastavok.ru,,0.00123255,5504.1076,3.0796
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,market id,com.huuuge.casino.texas,Billionaire Casino Slots 777,0.0002504,1118.2137,3.0787
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,domain,trading212.com,,0.00021009,938.1867,3.0716
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,domain,mico.com,,0.00129323,5775.1079,3.0675
Electronic Arts,561e8d936b8d90f61a0006b6,Americas,Kasey Geist,,,,7340.4433,account,market id,com.gamesys.jackpotjoy,Jackpotjoy Slots & Bingo Games,0.00041761,1864.9048,3.0655
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,6648798962,Polymarket,0.00406895,18170.4536,3.0654
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,952325486,AdmiralCasino Real Money Games,0.0002096,936.0058,3.0644
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,Amaze iOS_CL,5c8661882c668752470f7fc5,1452526406,547.8733,app,market id,519817714,Intuit Credit Karma,0.0055922,24972.6926,3.0638
CrazyMaple Studio,59baf611f2287a750a0034c2,APAC,Harper Zhang,Reelshort-Android,63d77f6407dd8c480b4ebaa1,com.newleaf.app.android.victor,25270.4501,app,market id,com.vlv.aravali.reels,Kuku TV: Short Dramas & Series,0.00012122,541.302,3.0632
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,market id,1623318294,Gossip Harbor®: Merge & Story,0.00313141,13983.703,3.0629
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,domain,polymarket.us,,0.00066808,2983.4051,3.0627
