pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,category_name,network_share,category_daily_spend,est_uplift_daily
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1398
YUKILASHSG,6915398050bffb2bb3a12605,APAC,Aria Gao,,,,565.8988,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1386
LinQ inc,680b0906f615890011048c59,APAC,Ives Cui,,,,564.4588,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1382
Wellresion Limited,645382d9ff6cc5001440b5a1,APAC,Ronald Long,,,,563.829,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1381
BALIU MOBILE OU,695dd01f2334b471dc1dec59,,Sales Ops,,,,560.4372,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1372
合肥维方科技有限公司,61a48b142787820017b43e27,,Sales Ops,,,,553.3379,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1355
Goodgame Studios,6093fd75b33a50001533d418,EMEA,Hadil Salameh,,,,552.9318,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1354
Everblessed Technology Inc,684804f4806ba900114788aa,,Sales Ops,,,,551.9597,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1351
Riseup Infotech,67347bc8d694410011b7e2ef,,Sales Ops,,,,551.2447,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.135
BIRDLINK HK LIMITED,68b95a589a39b4828a65a39e,,Sales Ops,,,,548.769,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1344
广州唯寻网络科技有限公司,695f2ae70199fcad0553cb4d,,Sales Ops,,,,546.2888,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1338
BoostVision,6582b6cb32ddea0011e06caf,APAC,Seven Tu,,,,545.7886,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1336
Sweat Foundation,6422c3cb80513f00143dca6e,,Sales Ops,,,,543.7498,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1331
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1314
Unbing Technology Holdings Ltd,67b440da04718500114423f1,,Sales Ops,,,,534.1392,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1308
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Explorer,61fbd43bbb5dc5ef7a216388,1512407890,534.354,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.1308
Mobidev Vietnam Technology Joint Stock Company,6096c425afa24b0015e74f6f,,Sales Ops,,,,532.0469,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1303
fluct,653b61bc1f514a0011d4160d,APAC,Nam Trinh,,,,530.3941,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1299
Nocturnal Games,6489be1351d9b2001171762b,,Sales Ops,,,,528.4292,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1294
YJMOBI TECHNOLOGY LIMITED,65d8443ea3d8e1001192a39d,APAC,Sunton Sun,,,,528.5238,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1294
WINDFLY TECHNOLOGY LIMITED,68cd1ed00f90835398be25f1,,Sales Ops,,,,526.0709,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1288
Brainmobi Technologies,6486da2ba6bfa20014cb5d31,,Sales Ops,,,,520.5287,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1275
Yazio GmbH,69930b23eea67583ba0c3092,EMEA,Kseniia Fesenko,,,,520.0902,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1273
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1273
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1253
individual,629d92e3affdb4001b645f5a,,Sales Ops,,,,506.6644,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1241
Neron\'s Brother Sàrl,610a97385335b40017097b19,,Sales Ops,,,,752.1409,account,category,V2-3,Shooting,0.00013337,595.5994,0.1003
MotionVolt Game Ltd,5746d3108e99b7da740000ad,,Sales Ops,,,,623.1111,account,category,V2-3,Shooting,0.00013337,595.5994,0.0831
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,category,V2-3,Shooting,0.00013337,595.5994,0.0794
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V2-3,Shooting,0.00013337,595.5994,0.0761
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V2-3,Shooting,0.00013337,595.5994,0.0716
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,category,V2-3,Shooting,0.00013337,595.5994,0.0693
